sense1,ants1, deri1, vgrp1, pert1, sense2,ants2, deri2, vgrp2, pert2, merge
return#v#4,,,,,return#v#6,,return#n#8,,,not-merged
return#v#4,,,,,return#v#7,,return#n#12,,,not-merged
return#v#4,,,,,return#v#8,,return#n#8,,,not-merged
return#v#5,,return#n#5,,,return#v#9,,,,,merged
return#v#5,,return#n#5,,,return#v#12,,,,,merged
return#v#5,,return#n#5,,,return#v#14,,,,,merged
return#v#5,,return#n#5,,,return#v#2,,return#n#4,,,not-merged
return#v#5,,return#n#5,,,return#v#10,,,,,not-merged
return#v#5,,return#n#5,,,return#v#13,,,,,not-merged
return#v#5,,return#n#5,,,return#v#15,,return#n#6,,,not-merged
return#v#5,,return#n#5,,,return#v#6,,return#n#8,,,not-merged
return#v#5,,return#n#5,,,return#v#7,,return#n#12,,,not-merged
return#v#5,,return#n#5,,,return#v#8,,return#n#8,,,not-merged
return#v#9,,,,,return#v#12,,,,,merged
return#v#9,,,,,return#v#14,,,,,merged
return#v#9,,,,,return#v#2,,return#n#4,,,not-merged
return#v#9,,,,,return#v#10,,,,,not-merged
return#v#9,,,,,return#v#13,,,,,not-merged
return#v#9,,,,,return#v#15,,return#n#6,,,not-merged
return#v#9,,,,,return#v#6,,return#n#8,,,not-merged
return#v#9,,,,,return#v#7,,return#n#12,,,not-merged
return#v#9,,,,,return#v#8,,return#n#8,,,not-merged
return#v#12,,,,,return#v#14,,,,,merged
return#v#12,,,,,return#v#2,,return#n#4,,,not-merged
return#v#12,,,,,return#v#10,,,,,not-merged
return#v#12,,,,,return#v#13,,,,,not-merged
return#v#12,,,,,return#v#15,,return#n#6,,,not-merged
return#v#12,,,,,return#v#6,,return#n#8,,,not-merged
return#v#12,,,,,return#v#7,,return#n#12,,,not-merged
return#v#12,,,,,return#v#8,,return#n#8,,,not-merged
return#v#14,,,,,return#v#2,,return#n#4,,,not-merged
return#v#14,,,,,return#v#10,,,,,not-merged
return#v#14,,,,,return#v#13,,,,,not-merged
return#v#14,,,,,return#v#15,,return#n#6,,,not-merged
return#v#14,,,,,return#v#6,,return#n#8,,,not-merged
return#v#14,,,,,return#v#7,,return#n#12,,,not-merged
return#v#14,,,,,return#v#8,,return#n#8,,,not-merged
return#v#2,,return#n#4,,,return#v#10,,,,,merged
return#v#2,,return#n#4,,,return#v#13,,,,,merged
return#v#2,,return#n#4,,,return#v#15,,return#n#6,,,merged
return#v#2,,return#n#4,,,return#v#6,,return#n#8,,,not-merged
return#v#2,,return#n#4,,,return#v#7,,return#n#12,,,not-merged
return#v#2,,return#n#4,,,return#v#8,,return#n#8,,,not-merged
return#v#10,,,,,return#v#13,,,,,merged
return#v#10,,,,,return#v#15,,return#n#6,,,merged
return#v#10,,,,,return#v#6,,return#n#8,,,not-merged
return#v#10,,,,,return#v#7,,return#n#12,,,not-merged
return#v#10,,,,,return#v#8,,return#n#8,,,not-merged
return#v#13,,,,,return#v#15,,return#n#6,,,merged
return#v#13,,,,,return#v#6,,return#n#8,,,not-merged
return#v#13,,,,,return#v#7,,return#n#12,,,not-merged
return#v#13,,,,,return#v#8,,return#n#8,,,not-merged
return#v#15,,return#n#6,,,return#v#6,,return#n#8,,,not-merged
return#v#15,,return#n#6,,,return#v#7,,return#n#12,,,not-merged
return#v#15,,return#n#6,,,return#v#8,,return#n#8,,,not-merged
return#v#6,,return#n#8,,,return#v#7,,return#n#12,,,merged
return#v#6,,return#n#8,,,return#v#8,,return#n#8,,,merged
return#v#7,,return#n#12,,,return#v#8,,return#n#8,,,merged
absorb#v#2,,absorption#n#3,,,absorb#v#3,,,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#4,,absorption#n#1; absorber#n#1,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#5,,,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#8,,,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#2,,absorption#n#3,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#3,,,,,absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,not-merged
absorb#v#3,,,,,absorb#v#4,,absorption#n#1; absorber#n#1,,,not-merged
absorb#v#3,,,,,absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,not-merged
absorb#v#3,,,,,absorb#v#5,,,,,not-merged
absorb#v#3,,,,,absorb#v#8,,,,,not-merged
absorb#v#3,,,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#3,,,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,absorb#v#4,,absorption#n#1; absorber#n#1,,,merged
absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,merged
absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,absorb#v#5,,,,,not-merged
absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,absorb#v#8,,,,,not-merged
absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#1,,absorptive#a#1; absorbent#a#1; absorption#n#1; absorbate#n#1; absorbent#n#1; absorber#n#1,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#4,,absorption#n#1; absorber#n#1,,,absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,merged
absorb#v#4,,absorption#n#1; absorber#n#1,,,absorb#v#5,,,,,not-merged
absorb#v#4,,absorption#n#1; absorber#n#1,,,absorb#v#8,,,,,not-merged
absorb#v#4,,absorption#n#1; absorber#n#1,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#4,,absorption#n#1; absorber#n#1,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,absorb#v#5,,,,,not-merged
absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,absorb#v#8,,,,,not-merged
absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#6,emit#v#2,absorptive#a#1; absorbent#a#1; absorbable#a#1; absorption#n#2,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#5,,,,,absorb#v#8,,,,,merged
absorb#v#5,,,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#5,,,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#8,,,,,absorb#v#7,,absorption#n#5,,,not-merged
absorb#v#8,,,,,absorb#v#9,,absorption#n#6,,,not-merged
absorb#v#7,,absorption#n#5,,,absorb#v#9,,absorption#n#6,,,merged
expectation#n#4,,,,,expectation#n#1,,expect#v#2; expect#v#4; expect#v#1,,,not-merged
expectation#n#4,,,,,expectation#n#2,,expect#v#3; expect#v#6,,,not-merged
expectation#n#4,,,,,expectation#n#3,,expect#v#1; expect#v#5,,,not-merged
expectation#n#1,,expect#v#2; expect#v#4; expect#v#1,,,expectation#n#2,,expect#v#3; expect#v#6,,,merged
expectation#n#1,,expect#v#2; expect#v#4; expect#v#1,,,expectation#n#3,,expect#v#1; expect#v#5,,,merged
expectation#n#2,,expect#v#3; expect#v#6,,,expectation#n#3,,expect#v#1; expect#v#5,,,merged
cache#n#1,,cache#v#1,,,cache#n#2,,cache#v#1,,,not-merged
cache#n#1,,cache#v#1,,,cache#n#3,,,,,not-merged
cache#n#2,,cache#v#1,,,cache#n#3,,,,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#10,,,,,merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#2,,conversion#n#1; converter#n#1,,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#5,,convert#n#1,convert#v#3,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#9,,,,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#7,,,convert#v#8,,not-merged
convert#v#1,,convertible#a#2; conversion#n#9; convertor#n#1,convert#v#11,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#10,,,,,merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#2,,conversion#n#1; converter#n#1,,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#5,,convert#n#1,convert#v#3,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#9,,,,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#7,,,convert#v#8,,not-merged
convert#v#4,,convertible#a#1; conversion#n#8,change#v#4,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#10,,,,,convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,merged
convert#v#10,,,,,convert#v#2,,conversion#n#1; converter#n#1,,,not-merged
convert#v#10,,,,,convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,not-merged
convert#v#10,,,,,convert#v#5,,convert#n#1,convert#v#3,,not-merged
convert#v#10,,,,,convert#v#9,,,,,not-merged
convert#v#10,,,,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#10,,,,,convert#v#7,,,convert#v#8,,not-merged
convert#v#10,,,,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#2,,conversion#n#1; converter#n#1,,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#5,,convert#n#1,convert#v#3,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#9,,,,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#7,,,convert#v#8,,not-merged
convert#v#11,,convertible#a#3; converter#n#1,convert#v#1,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#2,,conversion#n#1; converter#n#1,,,convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,merged
convert#v#2,,conversion#n#1; converter#n#1,,,convert#v#5,,convert#n#1,convert#v#3,,merged
convert#v#2,,conversion#n#1; converter#n#1,,,convert#v#9,,,,,merged
convert#v#2,,conversion#n#1; converter#n#1,,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#2,,conversion#n#1; converter#n#1,,,convert#v#7,,,convert#v#8,,not-merged
convert#v#2,,conversion#n#1; converter#n#1,,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,convert#v#5,,convert#n#1,convert#v#3,,merged
convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,convert#v#9,,,,,merged
convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,convert#v#7,,,convert#v#8,,not-merged
convert#v#3,,conversion#n#6; convert#n#1,convert#v#5,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#5,,convert#n#1,convert#v#3,,convert#v#9,,,,,merged
convert#v#5,,convert#n#1,convert#v#3,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#5,,convert#n#1,convert#v#3,,convert#v#7,,,convert#v#8,,not-merged
convert#v#5,,convert#n#1,convert#v#3,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#9,,,,,convert#v#6,,conversion#n#3,convert#v#8,,not-merged
convert#v#9,,,,,convert#v#7,,,convert#v#8,,not-merged
convert#v#9,,,,,convert#v#8,,,convert#v#7; convert#v#6,,not-merged
convert#v#6,,conversion#n#3,convert#v#8,,convert#v#7,,,convert#v#8,,merged
convert#v#6,,conversion#n#3,convert#v#8,,convert#v#8,,,convert#v#7; convert#v#6,,merged
convert#v#7,,,convert#v#8,,convert#v#8,,,convert#v#7; convert#v#6,,merged
diminution#n#2,augmentation#n#2,,,,diminution#n#1,,diminish#v#1,,,not-merged
diminution#n#2,augmentation#n#2,,,,diminution#n#3,,,,,not-merged
diminution#n#1,,diminish#v#1,,,diminution#n#3,,,,,merged
experiment#n#1,,experiment#v#1; experiment#v#1,,,experiment#n#2,,experiment#v#2; experiment#v#1; experiment#v#1,,,not-merged
experiment#n#1,,experiment#v#1; experiment#v#1,,,experiment#n#3,,,,,not-merged
experiment#n#2,,experiment#v#2; experiment#v#1; experiment#v#1,,,experiment#n#3,,,,,merged
diminish#v#1,,diminution#n#1,,,diminish#v#2,,,,,merged
tower#n#1,,,,,tower#n#2,,tower#v#1,,,not-merged
tower#n#1,,,,,tower#n#3,,tow#v#1,,,not-merged
tower#n#2,,tower#v#1,,,tower#n#3,,tow#v#1,,,not-merged
found#v#3,,foundation#n#1; foundation#n#3,,,found#v#1,,foundation#n#2; founder#n#2; founding#n#1,,,not-merged
found#v#3,,foundation#n#1; foundation#n#3,,,found#v#2,,foundation#n#7; founder#n#2; founding#n#1,,,not-merged
found#v#1,,foundation#n#2; founder#n#2; founding#n#1,,,found#v#2,,foundation#n#7; founder#n#2; founding#n#1,,,merged
interview#v#3,,interview#n#1,,,interview#v#1,,interview#n#1; interviewee#n#1; interviewer#n#1,,,not-merged
interview#v#3,,interview#n#1,,,interview#v#2,,interview#n#1; interviewee#n#1,,,not-merged
interview#v#1,,interview#n#1; interviewee#n#1; interviewer#n#1,,,interview#v#2,,interview#n#1; interviewee#n#1,,,merged
reverse#v#1,,reversible#a#3; reverse#n#1; reverse#n#6; reversal#n#1,,,reverse#v#2,,reversible#a#2; reverse#n#6; reversal#n#3; reversal#n#6,,,not-merged
reverse#v#1,,reversible#a#3; reverse#n#1; reverse#n#6; reversal#n#1,,,reverse#v#3,,reversal#n#5,,,not-merged
reverse#v#1,,reversible#a#3; reverse#n#1; reverse#n#6; reversal#n#1,,,reverse#v#4,,reversible#a#3; reverse#n#1; reversal#n#4,,,not-merged
reverse#v#2,,reversible#a#2; reverse#n#6; reversal#n#3; reversal#n#6,,,reverse#v#3,,reversal#n#5,,,not-merged
reverse#v#2,,reversible#a#2; reverse#n#6; reversal#n#3; reversal#n#6,,,reverse#v#4,,reversible#a#3; reverse#n#1; reversal#n#4,,,not-merged
reverse#v#3,,reversal#n#5,,,reverse#v#4,,reversible#a#3; reverse#n#1; reversal#n#4,,,merged
trainer#n#1,,train#v#4; train#v#7; train#v#1,,,trainer#n#2,,,,,not-merged
price#n#3,,,,,price#n#1,,pricy#a#1; pricey#a#1; price#v#2; price#v#1,,,not-merged
price#n#3,,,,,price#n#2,,,,,not-merged
price#n#3,,,,,price#n#4,,pricy#a#1; pricey#a#1,,,not-merged
price#n#3,,,,,price#n#5,,,,,not-merged
price#n#3,,,,,price#n#6,,,,,not-merged
price#n#1,,pricy#a#1; pricey#a#1; price#v#2; price#v#1,,,price#n#2,,,,,merged
price#n#1,,pricy#a#1; pricey#a#1; price#v#2; price#v#1,,,price#n#4,,pricy#a#1; pricey#a#1,,,merged
price#n#1,,pricy#a#1; pricey#a#1; price#v#2; price#v#1,,,price#n#5,,,,,merged
price#n#1,,pricy#a#1; pricey#a#1; price#v#2; price#v#1,,,price#n#6,,,,,merged
price#n#2,,,,,price#n#4,,pricy#a#1; pricey#a#1,,,merged
price#n#2,,,,,price#n#5,,,,,merged
price#n#2,,,,,price#n#6,,,,,merged
price#n#4,,pricy#a#1; pricey#a#1,,,price#n#5,,,,,merged
price#n#4,,pricy#a#1; pricey#a#1,,,price#n#6,,,,,merged
price#n#5,,,,,price#n#6,,,,,merged
fighter#n#2,,fight#v#2; fight#v#1,,,fighter#n#3,,fight#v#4,,,not-merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#8,,determination#n#1,,,merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#3,,determination#n#3; determination#n#4,,,not-merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,not-merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,not-merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,not-merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#2,,determinant#n#1,,,not-merged
determine#v#1,,determination#n#4; determination#n#1,,,determine#v#6,,determination#n#1,,,not-merged
determine#v#8,,determination#n#1,,,determine#v#3,,determination#n#3; determination#n#4,,,not-merged
determine#v#8,,determination#n#1,,,determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,not-merged
determine#v#8,,determination#n#1,,,determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,not-merged
determine#v#8,,determination#n#1,,,determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,not-merged
determine#v#8,,determination#n#1,,,determine#v#2,,determinant#n#1,,,not-merged
determine#v#8,,determination#n#1,,,determine#v#6,,determination#n#1,,,not-merged
determine#v#3,,determination#n#3; determination#n#4,,,determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,merged
determine#v#3,,determination#n#3; determination#n#4,,,determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,merged
determine#v#3,,determination#n#3; determination#n#4,,,determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,merged
determine#v#3,,determination#n#3; determination#n#4,,,determine#v#2,,determinant#n#1,,,not-merged
determine#v#3,,determination#n#3; determination#n#4,,,determine#v#6,,determination#n#1,,,not-merged
determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,merged
determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,merged
determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,determine#v#2,,determinant#n#1,,,not-merged
determine#v#4,,determinant#a#1; determiner#n#2; determiner#n#3,,,determine#v#6,,determination#n#1,,,not-merged
determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,merged
determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,determine#v#2,,determinant#n#1,,,not-merged
determine#v#5,,determinant#a#1; determination#n#3; determination#n#4,,,determine#v#6,,determination#n#1,,,not-merged
determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,determine#v#2,,determinant#n#1,,,not-merged
determine#v#7,,determiner#n#1; determination#n#3; determination#n#4,,,determine#v#6,,determination#n#1,,,not-merged
determine#v#2,,determinant#n#1,,,determine#v#6,,determination#n#1,,,merged
wish#v#5,begrudge#v#2,wish#n#1; wish#n#2,,,wish#v#7,,wish#n#3,,,merged
spread#v#4,,,,,spread#v#9,,spread#n#5; spreader#n#1,,,not-merged
spread#v#4,,,,,spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,not-merged
spread#v#4,,,,,spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,not-merged
spread#v#4,,,,,spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,not-merged
spread#v#4,,,,,spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,not-merged
spread#v#4,,,,,spread#v#6,,spread#n#4; spread#n#1,,,not-merged
spread#v#4,,,,,spread#v#7,,spread#n#10; spread#n#4; spread#n#1; spreader#n#2,,,not-merged
spread#v#4,,,,,spread#v#8,,spread#n#10; spread#n#4; spread#n#1,,,not-merged
spread#v#4,,,,,spread#v#10,,spread#n#5; spreader#n#1,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#6,,spread#n#4; spread#n#1,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#7,,spread#n#10; spread#n#4; spread#n#1; spreader#n#2,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#8,,spread#n#10; spread#n#4; spread#n#1,,,not-merged
spread#v#9,,spread#n#5; spreader#n#1,,,spread#v#10,,spread#n#5; spreader#n#1,,,not-merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#6,,spread#n#4; spread#n#1,,,merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#7,,spread#n#10; spread#n#4; spread#n#1; spreader#n#2,,,merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#8,,spread#n#10; spread#n#4; spread#n#1,,,merged
spread#v#1,gather#v#1,spread#n#10; spread#n#4; spread#n#1; spreader#n#1; spreading#n#3,,,spread#v#10,,spread#n#5; spreader#n#1,,,merged
spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,merged
spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,merged
spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,spread#v#6,,spread#n#4; spread#n#1,,,merged
spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,spread#v#7,,spread#n#10; spread#n#4; spread#n#1; spreader#n#2,,,merged
spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,spread#v#8,,spread#n#10; spread#n#4; spread#n#1,,,merged
spread#v#2,,spread#n#10; spread#n#4; spread#n#1,,,spread#v#10,,spread#n#5; spreader#n#1,,,merged
spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,merged
spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,spread#v#6,,spread#n#4; spread#n#1,,,merged
spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,spread#v#7,,spread#n#10; spread#n#4; spread#n#1; spreader#n#2,,,merged
spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,spread#v#8,,spread#n#10; spread#n#4; spread#n#1,,,merged
spread#v#3,,spread#n#10; spread#n#4; spread#n#1; spreading#n#1,,,spread#v#10,,spread#n#5; spreader#n#1,,,merged
spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,spread#v#6,,spread#n#4; spread#n#1,,,merged
spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,spread#v#7,,spread#n#10; spread#n#4; spread#n#1; spreader#n#2,,,merged
spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,spread#v#8,,spread#n#10; spread#n#4; spread#n#1,,,merged
spread#v#5,,spread#n#10; spread#n#4; spread#n#1; spreading#n#2,,,spread#v#10,,spread#n#5; spreader#n#1,,,merged
