pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def
n,net.n.2,net.n.4,net.n.2,net.n.4,a trap made of netting to catch fish or birds or insects,a trap made of netting to catch fish or birds or insects,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey)
n,net.n.2,net.n.5,net.n.2,net.n.5,a trap made of netting to catch fish or birds or insects,a trap made of netting to catch fish or birds or insects,game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton
n,net.n.3,net.n.6,net_income.n.1,network.n.3,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),the excess of revenues over outlays in a given period of time,an open fabric of string or rope or wire woven together at regular intervals,an interconnected or intersecting configuration or system of components
n,net.n.3,net.n.4,net_income.n.1,net.n.4,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),the excess of revenues over outlays in a given period of time,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey)
n,net.n.3,net.n.5,net_income.n.1,net.n.5,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),the excess of revenues over outlays in a given period of time,game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton
n,net.n.6,net.n.4,network.n.3,net.n.4,an open fabric of string or rope or wire woven together at regular intervals,an interconnected or intersecting configuration or system of components,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey)
n,net.n.6,net.n.5,network.n.3,net.n.5,an open fabric of string or rope or wire woven together at regular intervals,an interconnected or intersecting configuration or system of components,game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton
n,net.n.4,net.n.5,net.n.4,net.n.5,a goal lined with netting (as in soccer or hockey),a goal lined with netting (as in soccer or hockey),game equipment consisting of a strip of netting dividing the playing area in tennis or badminton,a strip of netting dividing the playing area in tennis or badminton
n,barrier.n.1,barrier.n.2,barrier.n.1,barrier.n.2,a structure or object that impedes free movement,a structure or object that impedes free movement,any condition that makes it difficult to make progress or to achieve an objective,any condition that makes it difficult to make progress or to achieve an objective
n,barrier.n.1,barrier.n.3,barrier.n.1,barrier.n.3,a structure or object that impedes free movement,a structure or object that impedes free movement,anything serving to maintain separation by obstructing vision or access,anything serving to maintain separation by obstructing vision or access
n,barrier.n.2,barrier.n.3,barrier.n.2,barrier.n.3,any condition that makes it difficult to make progress or to achieve an objective,any condition that makes it difficult to make progress or to achieve an objective,anything serving to maintain separation by obstructing vision or access,anything serving to maintain separation by obstructing vision or access
n,chief.n.1,chief.n.2,head.n.4,foreman.n.1,a person who is in charge,a person who is in charge,a person who exercises control over workers,a person who exercises control over workers
n,conveyor.n.1,conveyor.n.2,conveyer.n.1,conveyer_belt.n.1,a person who conveys (carries or transmits),a person who conveys (carries or transmits),a moving belt that transports objects (as in a factory),a moving belt that transports objects (as in a factory)
