Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,play%2:33:03::,play.v.15,play.v.09,play%2:38:00::,play#v#15,play#v#09,01138514-v,01885549-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,"move or seem to move quickly, lightly, or irregularly",not-merged,play#v#15-play#v#09
v,play%2:33:03::,play.v.15,play.v.22,play%2:42:00::,play#v#15,play#v#22,01138514-v,02698122-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,be received or accepted or interpreted in a specific way,not-merged,play#v#15-play#v#22
v,play%2:33:03::,play.v.15,play.v.28,play%2:35:07::,play#v#15,play#v#28,01138514-v,01365050-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#15-play#v#28
v,play%2:33:03::,play.v.15,play.v.35,play%2:29:04::,play#v#15,play#v#35,01138514-v,00075144-v,,"put (a card or piece) into play during a game, or act strategically as if in a card game",,exhaust by allowing to pull on the line,not-merged,play#v#15-play#v#35
v,play%2:33:13::,play.v.32,play.v.09,play%2:38:00::,play#v#32,play#v#09,01069358-v,01885549-v,,use or move,,"move or seem to move quickly, lightly, or irregularly",not-merged,play#v#32-play#v#09
v,play%2:33:13::,play.v.32,play.v.22,play%2:42:00::,play#v#32,play#v#22,01069358-v,02698122-v,,use or move,,be received or accepted or interpreted in a specific way,not-merged,play#v#32-play#v#22
v,play%2:33:13::,play.v.32,play.v.28,play%2:35:07::,play#v#32,play#v#28,01069358-v,01365050-v,,use or move,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#32-play#v#28
v,play%2:33:13::,play.v.32,play.v.35,play%2:29:04::,play#v#32,play#v#35,01069358-v,00075144-v,,use or move,,exhaust by allowing to pull on the line,not-merged,play#v#32-play#v#35
v,play%2:33:12::,play.v.33,play.v.09,play%2:38:00::,play#v#33,play#v#09,01069167-v,01885549-v,,employ in a game or in a specific position,,"move or seem to move quickly, lightly, or irregularly",not-merged,play#v#33-play#v#09
v,play%2:33:12::,play.v.33,play.v.22,play%2:42:00::,play#v#33,play#v#22,01069167-v,02698122-v,,employ in a game or in a specific position,,be received or accepted or interpreted in a specific way,not-merged,play#v#33-play#v#22
v,play%2:33:12::,play.v.33,play.v.28,play%2:35:07::,play#v#33,play#v#28,01069167-v,01365050-v,,employ in a game or in a specific position,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#33-play#v#28
v,play%2:33:12::,play.v.33,play.v.35,play%2:29:04::,play#v#33,play#v#35,01069167-v,00075144-v,,employ in a game or in a specific position,,exhaust by allowing to pull on the line,not-merged,play#v#33-play#v#35
v,play%2:34:13::,play.v.20,play.v.16,play%2:29:00::,play#v#20,play#v#16,01152231-v,00013348-v,,use to one's advantage,,engage in an activity as if it were a game rather than take it seriously,merged,play#v#20-play#v#16
v,play%2:34:13::,play.v.20,play.v.09,play%2:38:00::,play#v#20,play#v#09,01152231-v,01885549-v,,use to one's advantage,,"move or seem to move quickly, lightly, or irregularly",not-merged,play#v#20-play#v#09
v,play%2:34:13::,play.v.20,play.v.22,play%2:42:00::,play#v#20,play#v#22,01152231-v,02698122-v,,use to one's advantage,,be received or accepted or interpreted in a specific way,not-merged,play#v#20-play#v#22
v,play%2:34:13::,play.v.20,play.v.28,play%2:35:07::,play#v#20,play#v#28,01152231-v,01365050-v,,use to one's advantage,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#20-play#v#28
v,play%2:34:13::,play.v.20,play.v.35,play%2:29:04::,play#v#20,play#v#35,01152231-v,00075144-v,,use to one's advantage,,exhaust by allowing to pull on the line,not-merged,play#v#20-play#v#35
v,play%2:29:00::,play.v.16,play.v.09,play%2:38:00::,play#v#16,play#v#09,00013348-v,01885549-v,,engage in an activity as if it were a game rather than take it seriously,,"move or seem to move quickly, lightly, or irregularly",not-merged,play#v#16-play#v#09
v,play%2:29:00::,play.v.16,play.v.22,play%2:42:00::,play#v#16,play#v#22,00013348-v,02698122-v,,engage in an activity as if it were a game rather than take it seriously,,be received or accepted or interpreted in a specific way,not-merged,play#v#16-play#v#22
v,play%2:29:00::,play.v.16,play.v.28,play%2:35:07::,play#v#16,play#v#28,00013348-v,01365050-v,,engage in an activity as if it were a game rather than take it seriously,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#16-play#v#28
v,play%2:29:00::,play.v.16,play.v.35,play%2:29:04::,play#v#16,play#v#35,00013348-v,00075144-v,,engage in an activity as if it were a game rather than take it seriously,,exhaust by allowing to pull on the line,not-merged,play#v#16-play#v#35
v,play%2:38:00::,play.v.09,play.v.22,play%2:42:00::,play#v#09,play#v#22,01885549-v,02698122-v,,"move or seem to move quickly, lightly, or irregularly",,be received or accepted or interpreted in a specific way,not-merged,play#v#09-play#v#22
v,play%2:38:00::,play.v.09,play.v.24,play%2:38:03::,play#v#09,play#v#24,01885549-v,01885726-v,,"move or seem to move quickly, lightly, or irregularly",,cause to move or operate freely within a bounded space,not-merged,play#v#09-play#v#24
v,play%2:38:00::,play.v.09,play.v.28,play%2:35:07::,play#v#09,play#v#28,01885549-v,01365050-v,,"move or seem to move quickly, lightly, or irregularly",,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#09-play#v#28
v,play%2:38:00::,play.v.09,play.v.35,play%2:29:04::,play#v#09,play#v#35,01885549-v,00075144-v,,"move or seem to move quickly, lightly, or irregularly",,exhaust by allowing to pull on the line,not-merged,play#v#09-play#v#35
v,play%2:38:03::,play.v.24,play.v.28,play%2:35:07::,play#v#24,play#v#28,01885726-v,01365050-v,,cause to move or operate freely within a bounded space,,discharge or direct or be discharged or directed as if in a continuous stream,not-merged,play#v#24-play#v#28
v,play%2:38:03::,play.v.24,play.v.35,play%2:29:04::,play#v#24,play#v#35,01885726-v,00075144-v,,cause to move or operate freely within a bounded space,,exhaust by allowing to pull on the line,not-merged,play#v#24-play#v#35
v,pull%2:35:00::,pull.v.01,pull.v.04,pull%2:35:04::,pull#v#01,pull#v#04,01435411-v,01595573-v,,cause to move by pulling,,apply force so as to cause motion towards the source of the motion,merged,pull#v#01-pull#v#04
v,pull%2:35:00::,pull.v.01,pull.v.09,pull%2:38:13::,pull#v#01,pull#v#09,01435411-v,02084260-v,,cause to move by pulling,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",merged,pull#v#01-pull#v#09
v,pull%2:35:00::,pull.v.01,pull.v.10,pull%2:38:02::,pull#v#01,pull#v#10,01435411-v,01929184-v,,cause to move by pulling,,operate when rowing a boat,merged,pull#v#01-pull#v#10
v,pull%2:35:00::,pull.v.01,pull.v.07,pull%2:38:00::,pull#v#01,pull#v#07,01435411-v,02039018-v,,cause to move by pulling,,steer into a certain direction,not-merged,pull#v#01-pull#v#07
v,pull%2:35:00::,pull.v.01,pull.v.03,pull%2:38:01::,pull#v#01,pull#v#03,01435411-v,02039180-v,,cause to move by pulling,,move into a certain direction,not-merged,pull#v#01-pull#v#03
v,pull%2:35:00::,pull.v.01,pull.v.18,pull%2:30:11::,pull#v#01,pull#v#17,01435411-v,00566183-v,,cause to move by pulling,,take away,not-merged,pull#v#01-pull#v#17
v,pull%2:35:00::,pull.v.01,pull.v.08,pull%2:29:00::,pull#v#01,pull#v#08,01435411-v,00071071-v,,cause to move by pulling,,strain abnormally,not-merged,pull#v#01-pull#v#08
v,pull%2:35:00::,pull.v.01,pull.v.11,pull%2:38:04::,pull#v#01,pull#v#11,01435411-v,01841160-v,,cause to move by pulling,,rein in to keep from winning a race,not-merged,pull#v#01-pull#v#11
v,pull%2:35:00::,pull.v.01,pull.v.14,pull%2:35:03::,pull#v#01,pull#v#13,01435411-v,01394851-v,,cause to move by pulling,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#01-pull#v#13
v,pull%2:35:04::,pull.v.04,pull.v.09,pull%2:38:13::,pull#v#04,pull#v#09,01595573-v,02084260-v,,apply force so as to cause motion towards the source of the motion,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",merged,pull#v#04-pull#v#09
v,pull%2:35:04::,pull.v.04,pull.v.10,pull%2:38:02::,pull#v#04,pull#v#10,01595573-v,01929184-v,,apply force so as to cause motion towards the source of the motion,,operate when rowing a boat,merged,pull#v#04-pull#v#10
v,pull%2:35:04::,pull.v.04,pull.v.07,pull%2:38:00::,pull#v#04,pull#v#07,01595573-v,02039018-v,,apply force so as to cause motion towards the source of the motion,,steer into a certain direction,not-merged,pull#v#04-pull#v#07
v,pull%2:35:04::,pull.v.04,pull.v.03,pull%2:38:01::,pull#v#04,pull#v#03,01595573-v,02039180-v,,apply force so as to cause motion towards the source of the motion,,move into a certain direction,not-merged,pull#v#04-pull#v#03
v,pull%2:35:04::,pull.v.04,pull.v.18,pull%2:30:11::,pull#v#04,pull#v#17,01595573-v,00566183-v,,apply force so as to cause motion towards the source of the motion,,take away,not-merged,pull#v#04-pull#v#17
v,pull%2:35:04::,pull.v.04,pull.v.08,pull%2:29:00::,pull#v#04,pull#v#08,01595573-v,00071071-v,,apply force so as to cause motion towards the source of the motion,,strain abnormally,not-merged,pull#v#04-pull#v#08
v,pull%2:35:04::,pull.v.04,pull.v.11,pull%2:38:04::,pull#v#04,pull#v#11,01595573-v,01841160-v,,apply force so as to cause motion towards the source of the motion,,rein in to keep from winning a race,not-merged,pull#v#04-pull#v#11
v,pull%2:35:04::,pull.v.04,pull.v.14,pull%2:35:03::,pull#v#04,pull#v#13,01595573-v,01394851-v,,apply force so as to cause motion towards the source of the motion,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#04-pull#v#13
v,pull%2:38:13::,pull.v.09,pull.v.10,pull%2:38:02::,pull#v#09,pull#v#10,02084260-v,01929184-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,operate when rowing a boat,merged,pull#v#09-pull#v#10
v,pull%2:38:13::,pull.v.09,pull.v.07,pull%2:38:00::,pull#v#09,pull#v#07,02084260-v,02039018-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,steer into a certain direction,not-merged,pull#v#09-pull#v#07
v,pull%2:38:13::,pull.v.09,pull.v.03,pull%2:38:01::,pull#v#09,pull#v#03,02084260-v,02039180-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,move into a certain direction,not-merged,pull#v#09-pull#v#03
v,pull%2:38:13::,pull.v.09,pull.v.18,pull%2:30:11::,pull#v#09,pull#v#17,02084260-v,00566183-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,take away,not-merged,pull#v#09-pull#v#17
v,pull%2:38:13::,pull.v.09,pull.v.08,pull%2:29:00::,pull#v#09,pull#v#08,02084260-v,00071071-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,strain abnormally,not-merged,pull#v#09-pull#v#08
v,pull%2:38:13::,pull.v.09,pull.v.11,pull%2:38:04::,pull#v#09,pull#v#11,02084260-v,01841160-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,rein in to keep from winning a race,not-merged,pull#v#09-pull#v#11
v,pull%2:38:13::,pull.v.09,pull.v.14,pull%2:35:03::,pull#v#09,pull#v#13,02084260-v,01394851-v,,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#09-pull#v#13
v,pull%2:38:02::,pull.v.10,pull.v.07,pull%2:38:00::,pull#v#10,pull#v#07,01929184-v,02039018-v,,operate when rowing a boat,,steer into a certain direction,not-merged,pull#v#10-pull#v#07
v,pull%2:38:02::,pull.v.10,pull.v.03,pull%2:38:01::,pull#v#10,pull#v#03,01929184-v,02039180-v,,operate when rowing a boat,,move into a certain direction,not-merged,pull#v#10-pull#v#03
v,pull%2:38:02::,pull.v.10,pull.v.18,pull%2:30:11::,pull#v#10,pull#v#17,01929184-v,00566183-v,,operate when rowing a boat,,take away,not-merged,pull#v#10-pull#v#17
v,pull%2:38:02::,pull.v.10,pull.v.08,pull%2:29:00::,pull#v#10,pull#v#08,01929184-v,00071071-v,,operate when rowing a boat,,strain abnormally,not-merged,pull#v#10-pull#v#08
v,pull%2:38:02::,pull.v.10,pull.v.11,pull%2:38:04::,pull#v#10,pull#v#11,01929184-v,01841160-v,,operate when rowing a boat,,rein in to keep from winning a race,not-merged,pull#v#10-pull#v#11
v,pull%2:38:02::,pull.v.10,pull.v.14,pull%2:35:03::,pull#v#10,pull#v#13,01929184-v,01394851-v,,operate when rowing a boat,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#10-pull#v#13
v,pull%2:38:00::,pull.v.07,pull.v.03,pull%2:38:01::,pull#v#07,pull#v#03,02039018-v,02039180-v,,steer into a certain direction,,move into a certain direction,merged,pull#v#07-pull#v#03
v,pull%2:38:00::,pull.v.07,pull.v.18,pull%2:30:11::,pull#v#07,pull#v#17,02039018-v,00566183-v,,steer into a certain direction,,take away,not-merged,pull#v#07-pull#v#17
v,pull%2:38:00::,pull.v.07,pull.v.08,pull%2:29:00::,pull#v#07,pull#v#08,02039018-v,00071071-v,,steer into a certain direction,,strain abnormally,not-merged,pull#v#07-pull#v#08
v,pull%2:38:00::,pull.v.07,pull.v.11,pull%2:38:04::,pull#v#07,pull#v#11,02039018-v,01841160-v,,steer into a certain direction,,rein in to keep from winning a race,not-merged,pull#v#07-pull#v#11
v,pull%2:38:00::,pull.v.07,pull.v.14,pull%2:35:03::,pull#v#07,pull#v#13,02039018-v,01394851-v,,steer into a certain direction,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#07-pull#v#13
v,pull%2:38:01::,pull.v.03,pull.v.18,pull%2:30:11::,pull#v#03,pull#v#17,02039180-v,00566183-v,,move into a certain direction,,take away,not-merged,pull#v#03-pull#v#17
v,pull%2:38:01::,pull.v.03,pull.v.08,pull%2:29:00::,pull#v#03,pull#v#08,02039180-v,00071071-v,,move into a certain direction,,strain abnormally,not-merged,pull#v#03-pull#v#08
v,pull%2:38:01::,pull.v.03,pull.v.11,pull%2:38:04::,pull#v#03,pull#v#11,02039180-v,01841160-v,,move into a certain direction,,rein in to keep from winning a race,not-merged,pull#v#03-pull#v#11
v,pull%2:38:01::,pull.v.03,pull.v.14,pull%2:35:03::,pull#v#03,pull#v#13,02039180-v,01394851-v,,move into a certain direction,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#03-pull#v#13
v,pull%2:30:11::,pull.v.18,pull.v.08,pull%2:29:00::,pull#v#17,pull#v#08,00566183-v,00071071-v,,take away,,strain abnormally,not-merged,pull#v#17-pull#v#08
v,pull%2:30:11::,pull.v.18,pull.v.11,pull%2:38:04::,pull#v#17,pull#v#11,00566183-v,01841160-v,,take away,,rein in to keep from winning a race,not-merged,pull#v#17-pull#v#11
v,pull%2:30:11::,pull.v.18,pull.v.14,pull%2:35:03::,pull#v#17,pull#v#13,00566183-v,01394851-v,,take away,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#17-pull#v#13
v,pull%2:29:00::,pull.v.08,pull.v.11,pull%2:38:04::,pull#v#08,pull#v#11,00071071-v,01841160-v,,strain abnormally,,rein in to keep from winning a race,not-merged,pull#v#08-pull#v#11
v,pull%2:29:00::,pull.v.08,pull.v.14,pull%2:35:03::,pull#v#08,pull#v#13,00071071-v,01394851-v,,strain abnormally,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#08-pull#v#13
v,pull%2:38:04::,pull.v.11,pull.v.14,pull%2:35:03::,pull#v#11,pull#v#13,01841160-v,01394851-v,,rein in to keep from winning a race,,hit in the direction that the player is facing when carrying through the swing,not-merged,pull#v#11-pull#v#13
v,serve%2:42:01::,serve.v.03,serve.v.01,serve%2:42:03::,serve#v#03,serve#v#01,02644690-v,02645182-v,,contribute or conduce to,,"serve a purpose, role, or function",merged,serve#v#03-serve#v#01
v,serve%2:42:01::,serve.v.03,serve.v.13,serve%2:41:13::,serve#v#03,serve#v#13,02644690-v,02387981-v,,contribute or conduce to,,do military service,not-merged,serve#v#03-serve#v#13
